shader_slot,selector,base_name,render_bucket,slot,uv,hidden,artist_name,semantic_portrait_id,portrait_status,activity,channels,formula_ids,formula_expressions,notes,transport_profile_id
normal_spec_cubemap_reflect.sps > DiffuseSampler,normal_spec_cubemap_reflect.sps,normal_spec_cubemap_reflect,0,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_BDCA6A9993EA6364,resolved,active,"{""A"": ""Вход alpha/opacity поверхности; opaque bucket обычно сам по себе не превращает его в cutout."", ""RGB"": ""Базовый цвет/цвет эмиссии.""}",,,,DIFFUSE_RGBA_AUTO
normal_spec_cubemap_reflect.sps > BumpSampler,normal_spec_cubemap_reflect.sps,normal_spec_cubemap_reflect,0,BumpSampler,0,False,Карта нормалей,SEM_54AD86BAB78C04FC,resolved,active,"{""A"": ""Не читается при восстановлении нормали."", ""B"": ""Не читается при восстановлении нормали."", ""RG"": ""XY нормали в касательном пространстве: (2·RG−1)·max(bumpiness,0.001).""}",normal_xy,"Nxy = (2·Bump.RG − 1) · max(bumpiness, 0.001)",,NORMAL_XY_AUTO
normal_spec_cubemap_reflect.sps > SpecSampler,normal_spec_cubemap_reflect.sps,normal_spec_cubemap_reflect,0,SpecSampler,0,False,Общее скалярное управление бликом,SEM_4B4A57B8D59EECB6,resolved,active,"{""A"": ""Линейный вход falloff/exponent."", ""B"": ""Линейный член интенсивности с весом specMapIntMask.B."", ""G"": ""Квадратичный член интенсивности с весом specMapIntMask.G."", ""R"": ""Квадратичный член интенсивности с весом specMapIntMask.R.""}",generic_spec,"I = saturate(dot((R²,G²,B), specMapIntMask)·specularIntensityMult); P = A·specularFalloffMult","Параметр управляет отдельным скалярным белым прямым бликом, а не цветом или размытием EnvironmentSampler.",LINEAR_RGBA_BC3
normal_spec_cubemap_reflect.sps > EnvironmentSampler,normal_spec_cubemap_reflect.sps,normal_spec_cubemap_reflect,0,EnvironmentSampler,,False,Статическое отражение окружения,SEM_C5705D6B86BC8BFE,resolved,active,"{""A"": ""Не используется проверенным путём environment-reflection."", ""RGB"": ""Цвет отражения сэмплируется по процедурному отражённому направлению.""}",environment,"R=normalize(reflect(−V,N)); EnvRGB=EnvironmentCube(R.xzy).RGB·reflectivePower","Попиксельной маски отражения нет: reflectivePower задаёт общую силу материала. | Diffuse.A, Spec.A и Spec.RGB напрямую не маскируют, не размывают и не тонируют эту текстуру.",CUBEMAP_RGB_READY_DDS
normal_spec_cutout.sps > DiffuseSampler,normal_spec_cutout.sps,normal_spec,3,DiffuseSampler,0,False,Базовый цвет,SEM_9B2FFD437A334725,resolved,active,"{""A"": ""Surface alpha; в CUTOUT также источник alpha-test."", ""RGB"": ""Базовый цвет поверхности. DXBC не доказывает transfer-функцию исходного DDS.""}",F_SURFACE_ALPHA,surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha,,DIFFUSE_RGBA_AUTO
normal_spec_cutout.sps > BumpSampler,normal_spec_cutout.sps,normal_spec,3,BumpSampler,0,False,Карта нормалей,SEM_BC1FC7E4B6D69C43,resolved,active,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется; Z восстанавливается."", ""G"": ""Компонента Y касательного пространства: 2·G−1."", ""R"": ""Компонента X касательного пространства: 2·R−1.""}",F_NORMAL_RG,"q=2·BumpSampler.RG−1; z=sqrt(abs(1−dot(q,q))); N=normalize(T·q.x·b+B·q.y·b+Ngeo·z)",,NORMAL_XY_AUTO
normal_spec_cutout.sps > SpecSampler,normal_spec_cutout.sps,normal_spec,3,SpecSampler,0,False,Упакованный specular,SEM_ADCA91AAC8552F7A,resolved,active,"{""A"": ""Линейный falloff/gloss input; умножается на specularFalloffMult."", ""B"": ""Третий скалярный spec-вклад; остаётся линейным."", ""G"": ""Второй скалярный spec-вклад; перед mask возводится в квадрат."", ""R"": ""Первый скалярный spec-вклад; перед mask возводится в квадрат.""}",F_SPEC_PACKED,"Q=(R²,G²,B); I=dot(Q,specMapIntMask)·specularIntensityMult; P=A·specularFalloffMult; n=3·min(P,500)+558·max(P−500,0)",,LINEAR_RGBA_BC3
normal_spec_cutout_tnt.sps > DiffuseSampler,normal_spec_cutout_tnt.sps,normal_spec_tnt,3,DiffuseSampler,0,False,Базовый цвет,SEM_44A8211FFB386091,resolved,active,"{""A"": ""Surface alpha; в CUTOUT также источник alpha-test."", ""RGB"": ""Базовый цвет поверхности. DXBC не доказывает transfer-функцию исходного DDS.""}",F_SURFACE_ALPHA | F_TINT_PALETTE,"T=TintPaletteSampler(Colour0.B,tintPaletteSelector.X); albedo=DiffuseSampler.RGB×T.RGB | surface_alpha = DiffuseSampler.A × Colour0.A; затем runtime умножает globalAlpha",,DIFFUSE_RGBA_AUTO
normal_spec_cutout_tnt.sps > TintPaletteSampler,normal_spec_cutout_tnt.sps,normal_spec_tnt,3,TintPaletteSampler,,False,Палитра оттенков,SEM_5882847584F3EEED,resolved,active,"{""A"": ""В проверенном основном deferred lit-пути не используется."", ""RGB"": ""Палитровый RGB-множитель albedo.""}",F_TINT_PALETTE,"T=TintPaletteSampler(Colour0.B,tintPaletteSelector.X); albedo=DiffuseSampler.RGB×T.RGB",Координаты формируются из Colour0.B и tintPaletteSelector.X; это не обычная UV-текстура.,PALETTE_RGBA8
normal_spec_cutout_tnt.sps > BumpSampler,normal_spec_cutout_tnt.sps,normal_spec_tnt,3,BumpSampler,0,False,Карта нормалей,SEM_BC1FC7E4B6D69C43,resolved,active,"{""A"": ""В проверенном normal decode не используется."", ""B"": ""В проверенном normal decode не используется; Z восстанавливается."", ""G"": ""Компонента Y касательного пространства: 2·G−1."", ""R"": ""Компонента X касательного пространства: 2·R−1.""}",F_NORMAL_RG,"q=2·BumpSampler.RG−1; z=sqrt(abs(1−dot(q,q))); N=normalize(T·q.x·b+B·q.y·b+Ngeo·z)",,NORMAL_XY_AUTO
normal_spec_cutout_tnt.sps > SpecSampler,normal_spec_cutout_tnt.sps,normal_spec_tnt,3,SpecSampler,0,False,Упакованный specular,SEM_ADCA91AAC8552F7A,resolved,active,"{""A"": ""Линейный falloff/gloss input; умножается на specularFalloffMult."", ""B"": ""Третий скалярный spec-вклад; остаётся линейным."", ""G"": ""Второй скалярный spec-вклад; перед mask возводится в квадрат."", ""R"": ""Первый скалярный spec-вклад; перед mask возводится в квадрат.""}",F_SPEC_PACKED,"Q=(R²,G²,B); I=dot(Q,specMapIntMask)·specularIntensityMult; P=A·specularFalloffMult; n=3·min(P,500)+558·max(P−500,0)",,LINEAR_RGBA_BC3
normal_spec_decal.sps > DiffuseSampler,normal_spec_decal.sps,normal_spec_decal,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
normal_spec_decal.sps > BumpSampler,normal_spec_decal.sps,normal_spec_decal,2,BumpSampler,0,False,Нормаль / упакованная высота,SEM_716E7D47E446AA46,resolved,active,"{""A"": ""Обычная normal ветка A не читает."", ""B"": ""Не является отдельным художественным каналом в этих branches."", ""RG"": ""Tangent-space normal XY после remap; масштабируется bumpiness.""}",F_NORMAL,"Nxy = (2*Bump.RG-1) * max(bumpiness, 0.001)",,NORMAL_XY_AUTO
normal_spec_decal.sps > SpecSampler,normal_spec_decal.sps,normal_spec_decal,2,SpecSampler,0,False,Блик (specular),SEM_840D1A0C69E3B2FE,resolved,active,"{""A"": ""Линейный exponent/falloff; при detail также A_detail."", ""B"": ""Линейный weighted intensity через specMapIntMask.B."", ""G"": ""Квадратится; weighted intensity через specMapIntMask.G; у spec-only ещё blend alpha."", ""R"": ""Квадратится; weighted intensity через specMapIntMask.R.""}",F_SPEC,"S=(Spec.R^2,Spec.G^2,Spec.B,Spec.A); I=dot(S.rgb,specMapIntMask.xyz)*specularIntensityMult; P=S.a*specularFalloffMult",,LINEAR_RGBA_BC3
normal_spec_decal_detail.sps > DiffuseSampler,normal_spec_decal_detail.sps,normal_spec_decal_detail,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
normal_spec_decal_detail.sps > DetailSampler,normal_spec_decal_detail.sps,normal_spec_decal_detail,2,DetailSampler,0,False,Detail-нормаль и скалярный канал,SEM_16B108F68C986D30,resolved,active,"{""A"": ""Не используется; detail mask берётся из Spec.A."", ""B"": ""Не используется."", ""G"": ""Компонента Y касательной нормали."", ""R"": ""Одновременно scalar detail sample и tangent normal X.""}",F_DETAIL,D=.5*Detail(UV*detailSettings.zw)+.5*Detail(UV*detailSettings.zw*3.17); A_detail=SpecSampler.A; M=1-D.r*detailSettings.x*A_detail; Nxy+=D.xy*detailSettings.y*A_detail,PC branch смешивает два sample масштаба 1× и 3.17× по 0.5.,LINEAR_R_OR_RG_BC5
normal_spec_decal_detail.sps > BumpSampler,normal_spec_decal_detail.sps,normal_spec_decal_detail,2,BumpSampler,0,False,Нормаль / упакованная высота,SEM_716E7D47E446AA46,resolved,active,"{""A"": ""Обычная normal ветка A не читает."", ""B"": ""Не является отдельным художественным каналом в этих branches."", ""RG"": ""Tangent-space normal XY после remap; масштабируется bumpiness.""}",F_NORMAL,"Nxy = (2*Bump.RG-1) * max(bumpiness, 0.001)",,NORMAL_XY_AUTO
normal_spec_decal_detail.sps > SpecSampler,normal_spec_decal_detail.sps,normal_spec_decal_detail,2,SpecSampler,0,False,Блик (specular),SEM_DF4B198F382521F9,resolved,active,"{""A"": ""Линейный exponent/falloff; при detail также A_detail."", ""B"": ""Линейный weighted intensity через specMapIntMask.B."", ""G"": ""Квадратится; weighted intensity через specMapIntMask.G; у spec-only ещё blend alpha."", ""R"": ""Квадратится; weighted intensity через specMapIntMask.R.""}",F_SPEC | F_DETAIL,"D=.5*Detail(UV*detailSettings.zw)+.5*Detail(UV*detailSettings.zw*3.17); A_detail=SpecSampler.A; M=1-D.r*detailSettings.x*A_detail; Nxy+=D.xy*detailSettings.y*A_detail | S=(Spec.R^2,Spec.G^2,Spec.B,Spec.A); I=dot(S.rgb,specMapIntMask.xyz)*specularIntensityMult; P=S.a*specularFalloffMult",,TODO_SPECIAL_SPEC_BA
normal_spec_decal_nopuddle.sps > DiffuseSampler,normal_spec_decal_nopuddle.sps,normal_spec_decal_nopuddle,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
normal_spec_decal_nopuddle.sps > BumpSampler,normal_spec_decal_nopuddle.sps,normal_spec_decal_nopuddle,2,BumpSampler,0,False,Нормаль / упакованная высота,SEM_716E7D47E446AA46,resolved,active,"{""A"": ""Обычная normal ветка A не читает."", ""B"": ""Не является отдельным художественным каналом в этих branches."", ""RG"": ""Tangent-space normal XY после remap; масштабируется bumpiness.""}",F_NORMAL,"Nxy = (2*Bump.RG-1) * max(bumpiness, 0.001)",,NORMAL_XY_AUTO
normal_spec_decal_nopuddle.sps > SpecSampler,normal_spec_decal_nopuddle.sps,normal_spec_decal_nopuddle,2,SpecSampler,0,False,Блик (specular),SEM_840D1A0C69E3B2FE,resolved,active,"{""A"": ""Линейный exponent/falloff; при detail также A_detail."", ""B"": ""Линейный weighted intensity через specMapIntMask.B."", ""G"": ""Квадратится; weighted intensity через specMapIntMask.G; у spec-only ещё blend alpha."", ""R"": ""Квадратится; weighted intensity через specMapIntMask.R.""}",F_SPEC,"S=(Spec.R^2,Spec.G^2,Spec.B,Spec.A); I=dot(S.rgb,specMapIntMask.xyz)*specularIntensityMult; P=S.a*specularFalloffMult",,LINEAR_RGBA_BC3
normal_spec_decal_pxm.sps > DiffuseSampler,normal_spec_decal_pxm.sps,normal_spec_decal_pxm,2,DiffuseSampler,0,False,Альбедо / непрозрачность,SEM_32077C77D80BB001,resolved,active,"{""A"": ""Surface opacity: decal blend или cutout; в detail-diffspec дополнительно A_detail."", ""RGB"": ""Albedo. В diffspec также источник I/P; у specialised decal может быть маской, а не выводимым цветом.""}",F_ALPHA,alpha_surface = Diffuse.A * Colour0.A * globalAlpha,,DIFFUSE_RGBA_AUTO
